FAIXA ETÁRIA,SEXO,COR OU RACA,SITUACÃO DE CONCLUSÃO,ANO QUE CONCLUIU,ESCOLA,ENSINO,ESTADO DA ESCOLA,DEPENDÊNCIA ADM DA ESCOLA,LOCALIZACAO DA ESCOLA,SG_UF_PROVA,PRESENCA CIÊNCIAS DA NATUREZA,PRESENCA CIÊNCIAS HUMANAS,PRESENCA LINGUAGENS E CÓDIGOS,PRESENCA MATEMÁTICA,CÓDIGO DA PROVA CIÊNCIAS DA NATUREZA,CÓDIGO DA PROVA CIÊNCIAS HUMANAS,CÓDIGO DA PROVA LINGUAGENS E CÓDIGOS,CÓDIGO DA PROVA MATEMÁTICA,NOTA CIÊNCIAS DA NATUREZA,NOTA CIÊNCIAS HUMANAS,NOTA LINGUAGENS E CÓDIGOS,NOTA MATEMÁTICA,LÍNGUA ESTRANGEIRA,STATUS DA REDACÃO,NOTA REDACÃO,NOTA TOTAL,"FAIXA SALARIAL",POSSUI INTERNET EM CASA
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul (Digital),Branca (Digital),Branca (Digital),Azul (Digital),469.6,459.0,423.6,390.7,Espanhol,Cópia Texto Motivador,0.0,91.8,"De R$ 3.030,01 até R$ 3.636,00.",Sim
19 anos,F,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,539.1,518.8,554.1,525.3,Espanhol,Sem problemas,560.0,112.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,F,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MS,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,528.3,550.8,583.8,474.3,Inglês,Sem problemas,880.0,176.0,"De R$ 9.696,01 até R$ 10.908,00.",Sim
19 anos,F,Amarela,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,436.4,402.1,481.6,483.0,Inglês,Sem problemas,820.0,260.6,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Entre 36 e 40 anos,M,Branca,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
Entre 36 e 40 anos,F,Parda,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,Nenhuma Renda,Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,446.4,525.3,535.3,603.4,Inglês,Sem problemas,760.0,152.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
Entre 56 e 60 anos,F,Parda,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
24 anos,F,Parda,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,DF,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,437.1,473.5,483.0,437.4,Espanhol,Sem problemas,420.0,180.6,"Até R$ 1.212,00",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Faltou à prova,Presente na prova,Presente na prova,Faltou à prova,Não identificado,Amarela,Amarela,Não identificado,,379.4,428.3,,Espanhol,Sem problemas,660.0,132.0,"Até R$ 1.212,00",Sim
18 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,PA,Estadual,Urbana,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,421.7,0.0,308.0,442.0,Inglês,Fuga ao tema,0.0,150.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,MT,Estadual,Urbana,GO,Faltou à prova,Presente na prova,Presente na prova,Faltou à prova,Não identificado,Amarela,Amarela,Não identificado,,480.7,467.8,,Inglês,Sem problemas,300.0,60.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,F,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,SP,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,SC,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,423.1,539.4,485.7,455.4,Espanhol,Sem problemas,440.0,88.0,"Até R$ 1.212,00",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,PB,Estadual,Urbana,PB,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul (Digital),Branca (Digital),Branca (Digital),Azul (Digital),381.2,487.5,527.1,503.1,Espanhol,Sem problemas,840.0,168.0,"Até R$ 1.212,00",Sim
23 anos,F,Branca,Já conluí o Ensino Médio,2016,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SC,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
Entre 26 e 30 anos,F,Preta,Já conluí o Ensino Médio,2009,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,606.7,610.4,586.3,709.7,Espanhol,Sem problemas,860.0,172.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
17 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,PR,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
20 anos,F,Parda,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,487.0,409.3,444.6,430.2,Espanhol,Sem problemas,500.0,197.4,Nenhuma Renda,Não
Menor de 17 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,AM,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,489.5,612.5,589.6,619.7,Inglês,Sem problemas,720.0,144.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,F,Preta,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,489.9,553.6,478.0,587.4,Espanhol,Sem problemas,760.0,247.6,"Até R$ 1.212,00",Não
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,543.5,563.1,556.6,614.9,Espanhol,Sem problemas,360.0,72.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
17 anos,F,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,MT,Estadual,Urbana,MT,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,403.5,510.3,324.8,370.7,Espanhol,Sem problemas,580.0,116.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
20 anos,F,Parda,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
17 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,519.7,585.7,565.1,633.3,Inglês,Sem problemas,760.0,152.0,"Até R$ 1.212,00",Sim
19 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Não respondeu,RS,Estadual,Urbana,RS,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,565.0,601.2,618.6,721.3,Inglês,Sem problemas,680.0,249.0,"De R$ 9.696,01 até R$ 10.908,00.",Sim
18 anos,M,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,513.0,616.3,523.0,571.6,Espanhol,Sem problemas,720.0,351.2,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Menor de 17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,Nenhuma Renda,Sim
19 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,GO,Faltou à prova,Eliminado na prova,Eliminado na prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
Entre 26 e 30 anos,M,Branca,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Entre 31 e 35 anos,F,Parda,Já conluí o Ensino Médio,2008,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,F,Branca,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,377.7,424.9,422.7,409.2,Espanhol,Sem problemas,460.0,92.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
Entre 56 e 60 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Não respondeu,RS,Privada,Urbana,RS,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 3.030,01 até R$ 3.636,00.",Sim
Entre 26 e 30 anos,F,Branca,Já conluí o Ensino Médio,2016,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,507.7,549.4,546.3,587.7,Espanhol,Sem problemas,600.0,120.0,"Até R$ 1.212,00",Sim
Entre 46 e 50 anos,M,Preta,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PB,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
18 anos,F,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,462.4,504.7,578.1,579.5,Inglês,Sem problemas,580.0,116.0,"Até R$ 1.212,00",Sim
19 anos,M,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,578.0,557.9,552.9,717.9,Inglês,Sem problemas,700.0,255.6,"De R$ 1.818,01 até R$ 2.424,00.",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,478.6,512.8,438.1,567.9,Inglês,Cópia Texto Motivador,0.0,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,582.0,576.2,544.0,602.2,Inglês,Sem problemas,600.0,345.2,"De R$ 3.636,01 até R$ 4.848,00.",Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,MG,Privada,Urbana,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,684.6,708.8,710.2,771.1,Inglês,Sem problemas,900.0,180.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
21 anos,M,Branca,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,529.7,376.4,400.4,584.5,Espanhol,Sem problemas,540.0,108.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
22 anos,M,Parda,Já conluí o Ensino Médio,2017,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,TO,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,F,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
Entre 41 e 45 anos,M,Parda,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,421.2,451.3,412.1,404.8,Espanhol,Sem problemas,520.0,104.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,537.9,412.3,456.8,434.9,Espanhol,Cópia Texto Motivador,0.0,0.0,"Até R$ 1.212,00",Sim
20 anos,F,Preta,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PI,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
18 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RR,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,405.8,449.1,474.2,492.7,Espanhol,Sem problemas,960.0,192.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,M,Não declarado,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,BA,Estadual,Urbana,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
19 anos,M,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SC,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
19 anos,F,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,DF,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
Menor de 17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,TO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,463.3,482.9,537.9,494.1,Inglês,Sem problemas,520.0,104.0,"Acima de R$ 24.240,00.",Sim
19 anos,F,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,604.0,636.5,639.9,847.4,Inglês,Sem problemas,920.0,304.8,"De R$ 12.120,01 até R$ 14.544,00.",Sim
18 anos,M,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PI,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,431.3,555.6,493.2,582.4,Espanhol,Sem problemas,840.0,168.0,Nenhuma Renda,Sim
22 anos,F,Parda,Já conluí o Ensino Médio,2017,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Faltou à prova,Presente na prova,Presente na prova,Faltou à prova,Não identificado,Rosa,Rosa,Não identificado,,567.1,511.0,,Inglês,Sem problemas,840.0,270.2,"De R$ 1.818,01 até R$ 2.424,00.",Sim
21 anos,M,Preta,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,PR,Privada,Urbana,PR,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,589.0,619.1,620.1,694.6,Inglês,Sem problemas,800.0,277.8,"De R$ 2.424,01 até R$ 3.030,00.",Sim
23 anos,F,Preta,Já conluí o Ensino Médio,2016,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,490.5,467.5,441.3,379.3,Inglês,Sem problemas,780.0,156.0,"Até R$ 1.212,00",Sim
Entre 56 e 60 anos,M,Parda,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,432.4,557.6,406.5,611.1,Inglês,Sem problemas,660.0,132.0,"Até R$ 1.212,00",Não
17 anos,M,Indígena,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,478.7,500.1,501.2,646.3,Espanhol,Sem problemas,700.0,140.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,MG,Estadual,Urbana,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,512.9,508.2,465.3,603.2,Inglês,Sem problemas,760.0,152.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
Entre 41 e 45 anos,M,Branca,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SC,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,519.6,637.9,623.9,626.5,Inglês,Sem problemas,680.0,136.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
